RFH035	XX	1	RF_RFH035_R1d1	1	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A567_S56_L001_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A567_S56_L001_R2_001.fastq.gz
RFH035	XX	1	RF_RFH035_R1d1	2	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A567_S56_L002_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A567_S56_L002_R2_001.fastq.gz
RFH035	XX	1	RF_RFH035_R1d1	3	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A567_S56_L003_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A567_S56_L003_R2_001.fastq.gz
RFH035	XX	1	RF_RFH035_R1d1	4	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A567_S56_L004_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A567_S56_L004_R2_001.fastq.gz
RFH036	XY	1	RF_RFH036_R1d1	1	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A568_S57_L001_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A568_S57_L001_R2_001.fastq.gz
RFH036	XY	1	RF_RFH036_R1d1	2	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A568_S57_L002_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A568_S57_L002_R2_001.fastq.gz
RFH036	XY	1	RF_RFH036_R1d1	3	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A568_S57_L003_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A568_S57_L003_R2_001.fastq.gz
RFH036	XY	1	RF_RFH036_R1d1	4	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A568_S57_L004_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A568_S57_L004_R2_001.fastq.gz
RFH036	XY	1	RF_RFH036_R2d1	1	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A569_S58_L001_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A569_S58_L001_R2_001.fastq.gz
RFH036	XY	1	RF_RFH036_R2d1	2	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A569_S58_L002_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A569_S58_L002_R2_001.fastq.gz
RFH036	XY	1	RF_RFH036_R2d1	3	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A569_S58_L003_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A569_S58_L003_R2_001.fastq.gz
RFH036	XY	1	RF_RFH036_R2d1	4	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A569_S58_L004_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A569_S58_L004_R2_001.fastq.gz
RFH037	XX	1	RF_RFH037_R1d1	1	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A570_S59_L001_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A570_S59_L001_R2_001.fastq.gz
RFH037	XX	1	RF_RFH037_R1d1	2	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A570_S59_L002_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A570_S59_L002_R2_001.fastq.gz
RFH037	XX	1	RF_RFH037_R1d1	3	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A570_S59_L003_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A570_S59_L003_R2_001.fastq.gz
RFH037	XX	1	RF_RFH037_R1d1	4	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A570_S59_L004_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A570_S59_L004_R2_001.fastq.gz
RFH038	XY	1	RF_RFH038_R1d1	1	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A571_S60_L001_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A571_S60_L001_R2_001.fastq.gz
RFH038	XY	1	RF_RFH038_R1d1	2	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A571_S60_L002_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A571_S60_L002_R2_001.fastq.gz
RFH038	XY	1	RF_RFH038_R1d1	3	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A571_S60_L003_R1_001.fastq.gz	/camp/stp/sequencing/inputs/instruments/fastq/201001_NB501505_0134_AHFKJGBGXF/fastq/DN18224/SHE183A571_S60_L003_R2_001.fastq.gz
